medicine_id,name,batch,expiry,quantity
MED5131,Paracetamol,B31,2025-11-18,189
MED5132,Paracetamol,B32,2025-09-20,13
MED5133,Paracetamol,B33,2026-10-09,56
MED5134,Paracetamol,B34,2026-01-08,142
MED5135,Paracetamol,B35,2026-05-02,42
MED5136,Paracetamol,B36,2025-09-28,171
MED5137,Paracetamol,B37,2025-09-27,77
MED5138,Paracetamol,B38,2026-04-25,183
MED5139,Paracetamol,B39,2025-09-20,50
MED5140,Paracetamol,B40,2025-08-26,45
MED5141,Paracetamol,B41,2025-08-30,2
MED5142,Paracetamol,B42,2026-04-21,52
MED5143,Paracetamol,B43,2026-10-08,21
MED5144,Paracetamol,B44,2025-08-27,102
MED5145,Paracetamol,B45,2026-06-01,102
MED5146,Paracetamol,B46,2026-03-01,140
MED5147,Paracetamol,B47,2025-09-29,48
MED5148,Paracetamol,B48,2026-11-11,110
MED5151,Paracetamol,B1,2025-08-14,68
MED5152,Paracetamol,B2,2026-11-16,114
MED5153,Paracetamol,B3,2026-02-28,1
MED5154,Paracetamol,B4,2026-08-18,182
MED5155,Paracetamol,B5,2026-06-28,113
MED5157,Paracetamol,B7,2026-10-14,148
MED5158,Paracetamol,B8,2026-02-25,167
MED5160,Paracetamol,B10,2026-06-29,199
MED5161,Paracetamol,B11,2025-10-15,113
MED5162,Paracetamol,B12,2025-09-14,27
MED5163,Paracetamol,B13,2026-09-26,1
MED5164,Paracetamol,B14,2026-06-04,95
MED5165,Paracetamol,B15,2025-08-11,185
MED5166,Paracetamol,B16,2026-02-26,35
MED5167,Paracetamol,B17,2026-10-09,153
MED5168,Paracetamol,B18,2026-08-02,3
MED5169,Paracetamol,B19,2026-11-02,150
MED5170,Paracetamol,B20,2026-08-04,102
MED5171,Paracetamol,B21,2025-12-27,126
MED5172,Paracetamol,B22,2026-10-02,121
MED5173,Paracetamol,B23,2025-08-27,193
MED5174,Paracetamol,B24,2026-07-16,160
MED5175,Paracetamol,B25,2025-08-07,196
MED5176,Paracetamol,B26,2026-09-18,182
MED5177,Paracetamol,B27,2025-10-04,21
MED5178,Paracetamol,B28,2025-12-17,168
MED5179,Paracetamol,B29,2025-09-09,2
MED5181,Paracetamol,B31,2026-07-07,83
MED5182,Paracetamol,B32,2026-07-29,172
MED5183,Paracetamol,B33,2025-10-06,37
MED5185,Paracetamol,B35,2026-05-09,58
MED5186,Paracetamol,B36,2025-08-22,43
MED5187,Paracetamol,B37,2025-11-19,79
MED5188,Paracetamol,B38,2026-09-26,12
MED5189,Paracetamol,B39,2025-09-04,9
MED5190,Paracetamol,B40,2025-10-17,199
MED5191,Paracetamol,B41,2026-04-25,40
MED5192,Paracetamol,B42,2025-11-30,70
MED5193,Paracetamol,B43,2026-04-19,138
MED5194,Paracetamol,B44,2025-09-16,163
MED5195,Paracetamol,B45,2025-12-04,152
MED5196,Paracetamol,B46,2026-10-21,175
MED5197,Paracetamol,B47,2025-10-10,55
MED5198,Paracetamol,B48,2026-05-02,151
MED5199,Paracetamol,B49,2026-03-03,200
MED5200,Paracetamol,B0,2026-05-25,114
MED5201,Paracetamol,B1,2026-03-09,21
MED5202,Paracetamol,B2,2025-11-26,192
MED5203,Paracetamol,B3,2026-06-18,30
MED5204,Paracetamol,B4,2025-08-19,9
MED5205,Paracetamol,B5,2025-12-31,98
MED5206,Paracetamol,B6,2026-03-31,95
MED5207,Paracetamol,B7,2026-09-03,118
MED5208,Paracetamol,B8,2025-12-05,104
MED5209,Paracetamol,B9,2026-05-19,44
MED5210,Paracetamol,B10,2026-06-22,126
MED5211,Paracetamol,B11,2026-02-02,172
MED5212,Paracetamol,B12,2026-07-03,156
MED5214,Paracetamol,B14,2026-06-24,26
MED5215,Paracetamol,B15,2025-10-31,170
MED5216,Paracetamol,B16,2026-09-21,165
MED5217,Paracetamol,B17,2025-07-29,141
MED5218,Paracetamol,B18,2026-05-16,186
MED5219,Paracetamol,B19,2025-10-07,89
MED5220,Paracetamol,B20,2026-07-27,195
MED5221,Paracetamol,B21,2025-11-14,5
MED5222,Paracetamol,B22,2026-08-25,70
MED5223,Paracetamol,B23,2026-10-08,37
MED5224,Paracetamol,B24,2026-03-16,36
MED5225,Paracetamol,B25,2026-04-11,84
MED5226,Paracetamol,B26,2026-07-13,15
MED5227,Paracetamol,B27,2025-07-14,25
MED5228,Paracetamol,B28,2026-03-27,134
MED5229,Paracetamol,B29,2026-10-02,5
MED5230,Paracetamol,B30,2026-04-13,118
MED5232,Paracetamol,B32,2026-03-28,73
MED5233,Paracetamol,B33,2026-09-26,160
MED5234,Paracetamol,B34,2026-08-04,34
MED5235,Paracetamol,B35,2026-08-10,92
MED5236,Paracetamol,B36,2026-05-30,101
MED5237,Paracetamol,B37,2025-11-09,121
MED5238,Paracetamol,B38,2026-04-12,121
MED5239,Paracetamol,B39,2026-08-24,64
MED5240,Paracetamol,B40,2025-08-03,137
MED5241,Paracetamol,B41,2026-11-10,41
MED5243,Paracetamol,B43,2026-07-08,94
MED5244,Paracetamol,B44,2026-11-15,64
MED5245,Paracetamol,B45,2026-05-22,43
MED5246,Paracetamol,B46,2026-04-20,172
MED5247,Paracetamol,B47,2025-09-17,183
MED5248,Paracetamol,B48,2026-07-20,3
MED5249,Paracetamol,B49,2026-02-01,105
MED5250,Paracetamol,B0,2025-09-01,62
MED5251,Paracetamol,B1,2026-09-04,121
MED5252,Paracetamol,B2,2026-10-05,32
MED5253,Paracetamol,B3,2026-11-17,20
MED5254,Paracetamol,B4,2026-05-02,13
MED5255,Paracetamol,B5,2026-03-20,69
MED5256,Paracetamol,B6,2025-09-11,136
MED5257,Paracetamol,B7,2026-10-09,142
MED5258,Paracetamol,B8,2026-04-09,175
MED5260,Paracetamol,B10,2026-07-04,89
MED5261,Paracetamol,B11,2026-10-19,123
MED5262,Paracetamol,B12,2026-01-27,161
MED5264,Paracetamol,B14,2025-11-22,193
MED5265,Paracetamol,B15,2026-10-30,112
MED5266,Paracetamol,B16,2026-03-08,186
MED5267,Paracetamol,B17,2026-05-05,181
MED5268,Paracetamol,B18,2026-07-03,197
MED5269,Paracetamol,B19,2026-01-29,90
MED5270,Paracetamol,B20,2026-07-19,146
MED5271,Paracetamol,B21,2025-09-15,200
MED5272,Paracetamol,B22,2026-09-04,127
MED5274,Paracetamol,B24,2026-06-05,71
MED5275,Paracetamol,B25,2026-08-11,35
MED5276,Paracetamol,B26,2026-09-29,87
MED5277,Paracetamol,B27,2026-11-06,199
MED5278,Paracetamol,B28,2026-10-23,24
MED5279,Paracetamol,B29,2026-06-27,74
MED5280,Paracetamol,B30,2026-08-02,133
MED5281,Paracetamol,B31,2026-06-04,50
MED5282,Paracetamol,B32,2026-01-01,34
MED5283,Paracetamol,B33,2026-10-14,73
MED5284,Paracetamol,B34,2026-06-19,96
MED5285,Paracetamol,B35,2026-06-28,123
MED5286,Paracetamol,B36,2025-11-09,199
MED5287,Paracetamol,B37,2026-06-19,140
MED5288,Paracetamol,B38,2025-11-02,183
MED5289,Paracetamol,B39,2026-06-02,163
MED5290,Paracetamol,B40,2026-07-09,133
MED5291,Paracetamol,B41,2025-08-25,40
MED5292,Paracetamol,B42,2025-08-05,146
MED5293,Paracetamol,B43,2025-10-29,161
MED5294,Paracetamol,B44,2025-09-26,19
MED5295,Paracetamol,B45,2025-08-22,117
MED5296,Paracetamol,B46,2025-09-16,105
MED5297,Paracetamol,B47,2026-03-08,138
MED5298,Paracetamol,B48,2026-04-12,118
MED5299,Paracetamol,B49,2026-02-09,185
MED5300,Paracetamol,B0,2026-03-09,29
MED5301,Paracetamol,B1,2026-06-08,182
MED5302,Paracetamol,B2,2026-08-21,93
MED5303,Paracetamol,B3,2026-06-29,60
MED5304,Paracetamol,B4,2025-08-12,121
MED5305,Paracetamol,B5,2025-12-02,103
MED5306,Paracetamol,B6,2026-10-27,165
MED5307,Paracetamol,B7,2025-11-15,181
MED5309,Paracetamol,B9,2026-07-19,51
MED5310,Paracetamol,B10,2026-09-07,4
MED5312,Paracetamol,B12,2026-10-24,153
MED5313,Paracetamol,B13,2026-05-27,4
MED5314,Paracetamol,B14,2025-11-29,59
MED5315,Paracetamol,B15,2025-09-20,31
MED5316,Paracetamol,B16,2026-06-08,77
MED5317,Paracetamol,B17,2026-05-06,143
MED5318,Paracetamol,B18,2025-11-12,183
MED5319,Paracetamol,B19,2026-02-19,186
MED5320,Paracetamol,B20,2026-03-23,66
MED5321,Paracetamol,B21,2026-01-15,89
MED5322,Paracetamol,B22,2026-09-02,76
MED5323,Paracetamol,B23,2026-08-23,9
MED5325,Paracetamol,B25,2025-08-07,125
MED5326,Paracetamol,B26,2026-02-20,180
MED5327,Paracetamol,B27,2026-06-16,45
MED5328,Paracetamol,B28,2025-10-08,7
MED5330,Paracetamol,B30,2025-09-14,77
MED5331,Paracetamol,B31,2026-07-11,29
MED5332,Paracetamol,B32,2026-02-01,34
MED5333,Paracetamol,B33,2026-07-07,4
MED5334,Paracetamol,B34,2025-11-26,109
MED5336,Paracetamol,B36,2026-09-21,112
MED5337,Paracetamol,B37,2026-04-06,93
MED5338,Paracetamol,B38,2026-02-12,37
MED5340,Paracetamol,B40,2025-12-13,23
MED5341,Paracetamol,B41,2026-11-13,139
MED5342,Paracetamol,B42,2025-07-30,121
MED5343,Paracetamol,B43,2025-08-20,154
MED5344,Paracetamol,B44,2026-07-23,74
MED5345,Paracetamol,B45,2026-05-29,121
MED5346,Paracetamol,B46,2026-05-08,136
MED5347,Paracetamol,B47,2025-10-14,71
MED5348,Paracetamol,B48,2026-04-02,46
MED5349,Paracetamol,B49,2026-10-22,133
MED5350,Paracetamol,B0,2026-02-03,184
MED5351,Paracetamol,B1,2026-01-25,137
MED5352,Paracetamol,B2,2025-07-29,9
MED5353,Paracetamol,B3,2026-03-03,57
MED5354,Paracetamol,B4,2026-08-26,164
MED5356,Paracetamol,B6,2025-07-12,164
MED5357,Paracetamol,B7,2026-10-01,132
MED5358,Paracetamol,B8,2026-04-22,38
MED5359,Paracetamol,B9,2026-07-05,46
MED5360,Paracetamol,B10,2025-08-10,73
MED5361,Paracetamol,B11,2026-06-23,169
MED5362,Paracetamol,B12,2026-04-23,160
MED5363,Paracetamol,B13,2026-07-29,152
MED5364,Paracetamol,B14,2026-05-11,190
MED5365,Paracetamol,B15,2026-10-31,41
MED5366,Paracetamol,B16,2026-09-21,200
MED5367,Paracetamol,B17,2025-11-04,16
MED5368,Paracetamol,B18,2026-02-04,70
MED5369,Paracetamol,B19,2026-07-22,138
MED5370,Paracetamol,B20,2025-08-09,30
MED5371,Paracetamol,B21,2026-05-07,107
MED5372,Paracetamol,B22,2026-06-14,31
MED5373,Paracetamol,B23,2026-02-16,180
MED5374,Paracetamol,B24,2025-11-28,188
MED5375,Paracetamol,B25,2026-09-21,177
MED5376,Paracetamol,B26,2026-01-10,1
MED5377,Paracetamol,B27,2025-10-09,51
MED5378,Paracetamol,B28,2025-11-26,184
MED5379,Paracetamol,B29,2026-11-07,137
MED5381,Paracetamol,B31,2026-02-21,28
MED5382,Paracetamol,B32,2026-06-17,164
MED5383,Paracetamol,B33,2025-09-06,85
MED5384,Paracetamol,B34,2026-02-23,187
MED5385,Paracetamol,B35,2026-08-12,39
MED5386,Paracetamol,B36,2025-12-20,150
MED5387,Paracetamol,B37,2026-06-23,41
MED5388,Paracetamol,B38,2026-06-26,69
MED5389,Paracetamol,B39,2026-03-01,103
MED5390,Paracetamol,B40,2026-08-22,142
MED5391,Paracetamol,B41,2025-12-18,131
MED5392,Paracetamol,B42,2026-02-24,65
MED5393,Paracetamol,B43,2025-12-28,135
MED5394,Paracetamol,B44,2025-07-22,165
MED5395,Paracetamol,B45,2025-09-12,75
MED5396,Paracetamol,B46,2026-02-23,34
MED5397,Paracetamol,B47,2025-07-07,68
MED5398,Paracetamol,B48,2026-10-01,35
MED5399,Paracetamol,B49,2025-10-25,186
MED5400,Paracetamol,B0,2025-09-24,119
MED5401,Paracetamol,B1,2025-10-15,29
MED5402,Paracetamol,B2,2026-03-28,149
MED5403,Paracetamol,B3,2026-06-13,113
MED5404,Paracetamol,B4,2025-10-13,179
MED5405,Paracetamol,B5,2026-04-05,41
MED5406,Paracetamol,B6,2026-09-13,78
MED5407,Paracetamol,B7,2026-03-17,152
MED5408,Paracetamol,B8,2025-09-09,122
MED5409,Paracetamol,B9,2026-07-16,137
MED5410,Paracetamol,B10,2025-09-23,179
MED5411,Paracetamol,B11,2026-09-16,115
MED5412,Paracetamol,B12,2025-10-29,187
MED5413,Paracetamol,B13,2026-09-16,124
MED5414,Paracetamol,B14,2026-11-03,71
MED5415,Paracetamol,B15,2025-08-07,32
MED5416,Paracetamol,B16,2026-08-25,63
MED5417,Paracetamol,B17,2025-12-09,176
MED5418,Paracetamol,B18,2026-09-28,111
MED5419,Paracetamol,B19,2025-09-13,132
MED5420,Paracetamol,B20,2025-08-17,125
MED5421,Paracetamol,B21,2026-07-24,133
MED5424,Paracetamol,B24,2025-11-02,105
MED5425,Paracetamol,B25,2025-12-12,65
MED5426,Paracetamol,B26,2026-06-27,188
MED5428,Paracetamol,B28,2025-11-28,42
MED5429,Paracetamol,B29,2025-10-27,168
MED5430,Paracetamol,B30,2026-06-10,80
MED5431,Paracetamol,B31,2026-05-12,137
MED5432,Paracetamol,B32,2026-01-27,122
MED5433,Paracetamol,B33,2025-10-20,177
MED5434,Paracetamol,B34,2026-09-27,105
MED5435,Paracetamol,B35,2025-10-08,53
MED5436,Paracetamol,B36,2026-05-23,25
MED5437,Paracetamol,B37,2026-08-29,116
MED5438,Paracetamol,B38,2026-03-27,139
MED5439,Paracetamol,B39,2026-01-10,98
MED5440,Paracetamol,B40,2025-07-08,42
MED5441,Paracetamol,B41,2025-09-29,31
MED5442,Paracetamol,B42,2026-01-06,70
MED5443,Paracetamol,B43,2026-05-15,107
MED5444,Paracetamol,B44,2025-11-09,71
MED5445,Paracetamol,B45,2026-02-12,121
MED5447,Paracetamol,B47,2026-01-10,189
MED5448,Paracetamol,B48,2026-09-11,200
MED5449,Paracetamol,B49,2026-03-19,110
MED5450,Paracetamol,B0,2025-10-25,136
MED5451,Paracetamol,B1,2026-10-10,5
MED5453,Paracetamol,B3,2025-09-08,61
MED5454,Paracetamol,B4,2026-02-07,180
MED5455,Paracetamol,B5,2026-07-19,100
MED5456,Paracetamol,B6,2026-11-16,188
MED5457,Paracetamol,B7,2025-08-14,30
MED5458,Paracetamol,B8,2025-12-17,96
MED5459,Paracetamol,B9,2026-09-11,50
MED5460,Paracetamol,B10,2025-12-28,71
MED5461,Paracetamol,B11,2025-08-23,133
MED5462,Paracetamol,B12,2025-12-25,64
MED5463,Paracetamol,B13,2025-12-19,12
MED5465,Paracetamol,B15,2026-04-14,176
MED5466,Paracetamol,B16,2026-08-27,188
MED5467,Paracetamol,B17,2025-12-12,12
MED5468,Paracetamol,B18,2026-07-18,115
MED5469,Paracetamol,B19,2026-09-23,105
MED5470,Paracetamol,B20,2025-09-28,33
MED5471,Paracetamol,B21,2026-01-06,87
MED5472,Paracetamol,B22,2026-05-29,109
MED5473,Paracetamol,B23,2025-11-12,41
MED5474,Paracetamol,B24,2026-02-18,99
MED5475,Paracetamol,B25,2025-08-10,140
MED5476,Paracetamol,B26,2026-05-12,72
MED5477,Paracetamol,B27,2026-08-30,45
MED5478,Paracetamol,B28,2026-09-27,39
MED5479,Paracetamol,B29,2026-05-27,154
MED5480,Paracetamol,B30,2026-02-19,46
MED5481,Paracetamol,B31,2025-08-18,118
MED5482,Paracetamol,B32,2026-09-09,123
MED5483,Paracetamol,B33,2025-09-12,199
MED5484,Paracetamol,B34,2026-01-20,73
MED5485,Paracetamol,B35,2026-03-23,124
MED5486,Paracetamol,B36,2025-11-17,143
MED5487,Paracetamol,B37,2026-08-28,77
MED5488,Paracetamol,B38,2025-12-15,97
MED5489,Paracetamol,B39,2026-08-17,31
MED5490,Paracetamol,B40,2025-07-26,107
MED5491,Paracetamol,B41,2026-02-19,176
MED5492,Paracetamol,B42,2026-09-03,117
MED5493,Paracetamol,B43,2025-09-21,85
MED5494,Paracetamol,B44,2026-08-13,73
MED5495,Paracetamol,B45,2026-08-26,164
MED5496,Paracetamol,B46,2026-06-07,36
MED5497,Paracetamol,B47,2026-03-27,127
MED5498,Paracetamol,B48,2025-08-21,176
MED5499,Paracetamol,B49,2026-11-14,29
MED5500,Paracetamol,B0,2026-05-11,175
MED5501,Paracetamol,B1,2026-02-15,182
MED5502,Paracetamol,B2,2025-11-29,82
MED5503,Paracetamol,B3,2026-02-09,6
MED5504,Paracetamol,B4,2025-11-22,182
MED5505,Paracetamol,B5,2026-06-09,114
MED5506,Paracetamol,B6,2026-01-19,19
MED5507,Paracetamol,B7,2026-04-01,107
MED5508,Paracetamol,B8,2025-11-18,13
MED5509,Paracetamol,B9,2025-11-11,3
MED5510,Paracetamol,B10,2026-07-18,182
MED5511,Paracetamol,B11,2026-09-19,162
MED5512,Paracetamol,B12,2026-05-22,51
MED5513,Paracetamol,B13,2025-10-13,161
MED5514,Paracetamol,B14,2025-09-14,6
MED5515,Paracetamol,B15,2026-09-25,76
MED5516,Paracetamol,B16,2026-04-06,102
MED5517,Paracetamol,B17,2026-01-03,181
MED5518,Paracetamol,B18,2025-08-08,174
MED5519,Paracetamol,B19,2026-05-09,67
MED5520,Paracetamol,B20,2026-08-18,149
MED5521,Paracetamol,B21,2026-07-07,138
MED5522,Paracetamol,B22,2026-10-26,157
MED5524,Paracetamol,B24,2026-09-23,52
MED5525,Paracetamol,B25,2026-08-31,57
MED5526,Paracetamol,B26,2026-04-05,88
MED5527,Paracetamol,B27,2026-07-31,190
MED5528,Paracetamol,B28,2026-02-07,196
MED5529,Paracetamol,B29,2026-10-15,173
MED5530,Paracetamol,B30,2026-07-09,185
MED5531,Paracetamol,B31,2026-05-18,101
MED5532,Paracetamol,B32,2026-09-23,37
MED5533,Paracetamol,B33,2025-10-25,32
MED5535,Paracetamol,B35,2026-08-02,181
MED5536,Paracetamol,B36,2025-07-30,52
MED5537,Paracetamol,B37,2026-05-22,145
MED5538,Paracetamol,B38,2026-11-06,161
MED5539,Paracetamol,B39,2026-02-15,4
MED5540,Paracetamol,B40,2026-11-01,78
MED5541,Paracetamol,B41,2025-08-27,91
MED5542,Paracetamol,B42,2026-04-15,192
MED5543,Paracetamol,B43,2025-07-18,20
MED5544,Paracetamol,B44,2025-09-02,54
MED5545,Paracetamol,B45,2026-10-25,28
MED5546,Paracetamol,B46,2025-07-15,114
MED5547,Paracetamol,B47,2026-08-28,5
MED5548,Paracetamol,B48,2025-08-11,15
MED5549,Paracetamol,B49,2026-10-27,153
MED5550,Paracetamol,B0,2026-07-01,6
MED5551,Paracetamol,B1,2026-01-28,86
MED5552,Paracetamol,B2,2026-08-28,169
MED5553,Paracetamol,B3,2026-09-29,197
MED5554,Paracetamol,B4,2025-08-29,148
MED5555,Paracetamol,B5,2025-10-10,26
MED5556,Paracetamol,B6,2025-12-20,79
MED5557,Paracetamol,B7,2026-09-29,99
MED5558,Paracetamol,B8,2025-07-07,129
MED5559,Paracetamol,B9,2026-03-29,21
MED5561,Paracetamol,B11,2025-12-29,126
MED5562,Paracetamol,B12,2026-07-24,152
MED5563,Paracetamol,B13,2025-11-25,137
MED5564,Paracetamol,B14,2026-01-22,17
MED5565,Paracetamol,B15,2025-12-18,27
MED5567,Paracetamol,B17,2026-01-05,169
MED5568,Paracetamol,B18,2026-07-30,186
MED5569,Paracetamol,B19,2025-08-19,77
MED5570,Paracetamol,B20,2026-09-16,118
MED5571,Paracetamol,B21,2026-02-01,188
MED5572,Paracetamol,B22,2026-07-08,84
MED5573,Paracetamol,B23,2026-04-30,45
MED5574,Paracetamol,B24,2026-08-03,103
MED5575,Paracetamol,B25,2026-02-13,120
MED5576,Paracetamol,B26,2026-10-02,54
MED5577,Paracetamol,B27,2026-04-10,31
MED5578,Paracetamol,B28,2026-09-15,103
MED5579,Paracetamol,B29,2026-01-31,138
MED5580,Paracetamol,B30,2026-09-04,142
MED5581,Paracetamol,B31,2025-11-02,105
MED5582,Paracetamol,B32,2025-11-11,104
MED5583,Paracetamol,B33,2026-10-13,36
MED5584,Paracetamol,B34,2026-07-24,67
MED5585,Paracetamol,B35,2025-12-08,131
MED5586,Paracetamol,B36,2026-08-19,135
MED5587,Paracetamol,B37,2026-04-30,124
MED5588,Paracetamol,B38,2026-01-01,120
MED5589,Paracetamol,B39,2026-03-22,14
MED5590,Paracetamol,B40,2026-09-19,33
MED5591,Paracetamol,B41,2026-06-15,109
MED5592,Paracetamol,B42,2026-11-11,59
MED5593,Paracetamol,B43,2026-01-26,92
MED5594,Paracetamol,B44,2025-09-25,128
MED5595,Paracetamol,B45,2026-04-01,10
MED5596,Paracetamol,B46,2026-07-30,168
MED5597,Paracetamol,B47,2026-09-10,34
MED5598,Paracetamol,B48,2026-09-19,96
MED5599,Paracetamol,B49,2025-07-28,42
MED5600,Paracetamol,B0,2026-09-26,54
MED5601,Paracetamol,B1,2026-02-28,90
MED5602,Paracetamol,B2,2026-03-12,114
MED5603,Paracetamol,B3,2026-07-05,102
MED5604,Paracetamol,B4,2026-10-07,148
MED5605,Paracetamol,B5,2026-09-04,133
MED5606,Paracetamol,B6,2026-09-28,164
MED5607,Paracetamol,B7,2025-12-04,38
MED5608,Paracetamol,B8,2026-08-19,9
MED5610,Paracetamol,B10,2025-09-25,126
MED5611,Paracetamol,B11,2025-07-09,13
MED5612,Paracetamol,B12,2026-01-20,81
MED5613,Paracetamol,B13,2026-06-05,185
MED5614,Paracetamol,B14,2026-07-17,151
MED5615,Paracetamol,B15,2026-11-16,133
MED5616,Paracetamol,B16,2026-08-07,55
MED5617,Paracetamol,B17,2026-09-20,29
MED5618,Paracetamol,B18,2025-12-28,198
MED5619,Paracetamol,B19,2026-07-26,49
MED5620,Paracetamol,B20,2025-09-16,85
MED5621,Paracetamol,B21,2026-09-11,41
MED5622,Paracetamol,B22,2026-03-05,9
MED5624,Paracetamol,B24,2025-08-29,154
MED5625,Paracetamol,B25,2026-01-09,86
MED5626,Paracetamol,B26,2026-02-13,188
MED5627,Paracetamol,B27,2026-06-29,109
MED5628,Paracetamol,B28,2026-04-16,179
MED5629,Paracetamol,B29,2025-11-15,192
MED5630,Paracetamol,B30,2025-10-14,109
MED5631,Paracetamol,B31,2026-11-04,172
MED5632,Paracetamol,B32,2026-01-23,116
MED5633,Paracetamol,B33,2026-03-16,173
MED5634,Paracetamol,B34,2026-02-10,14
MED5635,Paracetamol,B35,2025-07-23,109
MED5636,Paracetamol,B36,2025-09-03,185
MED5637,Paracetamol,B37,2026-05-10,172
MED5638,Paracetamol,B38,2025-12-07,152
MED5639,Paracetamol,B39,2026-08-22,135
MED5640,Paracetamol,B40,2026-05-03,177
MED5642,Paracetamol,B42,2026-03-16,165
MED5644,Paracetamol,B44,2026-11-16,47
MED5645,Paracetamol,B45,2025-07-23,15
MED5646,Paracetamol,B46,2025-10-05,149
MED5647,Paracetamol,B47,2025-08-30,197
MED5648,Paracetamol,B48,2026-06-27,81
MED5649,Paracetamol,B49,2026-06-17,65
MED5650,Paracetamol,B0,2026-07-01,155
MED5651,Paracetamol,B1,2025-10-21,68
MED5652,Paracetamol,B2,2026-01-13,144
MED5653,Paracetamol,B3,2026-05-14,25
MED5654,Paracetamol,B4,2026-05-02,152
MED5655,Paracetamol,B5,2026-09-18,19
MED5656,Paracetamol,B6,2025-11-06,40
MED5657,Paracetamol,B7,2026-01-20,133
MED5658,Paracetamol,B8,2025-09-02,106
MED5659,Paracetamol,B9,2026-01-20,11
MED5660,Paracetamol,B10,2026-01-16,49
MED5661,Paracetamol,B11,2025-09-06,88
MED5662,Paracetamol,B12,2025-07-28,129
MED5663,Paracetamol,B13,2026-04-05,69
MED5664,Paracetamol,B14,2026-10-27,164
MED5665,Paracetamol,B15,2026-04-15,58
MED5666,Paracetamol,B16,2026-01-20,101
MED5667,Paracetamol,B17,2026-11-18,189
MED5668,Paracetamol,B18,2025-12-05,96
MED5669,Paracetamol,B19,2025-10-04,31
MED5670,Paracetamol,B20,2025-12-17,128
MED5671,Paracetamol,B21,2026-04-10,198
MED5672,Paracetamol,B22,2026-08-07,125
MED5673,Paracetamol,B23,2026-05-14,129
MED5674,Paracetamol,B24,2026-04-02,97
MED5675,Paracetamol,B25,2025-07-16,53
MED5677,Paracetamol,B27,2025-11-26,108
MED5678,Paracetamol,B28,2026-08-27,134
MED5679,Paracetamol,B29,2026-06-16,125
MED5680,Paracetamol,B30,2026-08-12,97
MED5682,Paracetamol,B32,2025-12-09,140
MED5684,Paracetamol,B34,2026-04-15,46
MED5685,Paracetamol,B35,2026-05-14,92
MED5686,Paracetamol,B36,2026-09-20,93
MED5687,Paracetamol,B37,2026-02-22,4
MED5688,Paracetamol,B38,2025-12-19,171
MED5690,Paracetamol,B40,2026-09-28,170
MED5692,Paracetamol,B42,2026-11-11,69
MED5693,Paracetamol,B43,2025-10-13,150
MED5694,Paracetamol,B44,2026-09-10,40
MED5695,Paracetamol,B45,2025-09-13,117
MED5696,Paracetamol,B46,2026-04-09,75
MED5698,Paracetamol,B48,2026-08-05,11
MED5700,Paracetamol,B0,2026-01-30,51
MED5701,Paracetamol,B1,2026-08-09,113
MED5702,Paracetamol,B2,2026-07-15,123
MED5704,Paracetamol,B4,2026-08-27,150
MED5705,Paracetamol,B5,2025-10-07,88
MED5706,Paracetamol,B6,2026-02-26,142
MED5707,Paracetamol,B7,2026-01-26,152
MED5710,Paracetamol,B10,2025-08-03,52
MED5711,Paracetamol,B11,2026-02-21,199
MED5712,Paracetamol,B12,2026-10-13,189
MED5713,Paracetamol,B13,2026-05-26,159
MED5714,Paracetamol,B14,2026-08-08,119
MED5715,Paracetamol,B15,2025-09-22,196
MED5716,Paracetamol,B16,2025-11-07,49
MED5718,Paracetamol,B18,2025-09-14,178
MED5719,Paracetamol,B19,2026-01-30,21
MED5720,Paracetamol,B20,2026-01-04,154
MED5721,Paracetamol,B21,2026-03-28,168
MED5722,Paracetamol,B22,2026-09-25,82
MED5723,Paracetamol,B23,2025-11-21,47
MED5724,Paracetamol,B24,2026-04-22,67
MED5725,Paracetamol,B25,2026-04-07,191
MED5726,Paracetamol,B26,2025-07-17,164
MED5727,Paracetamol,B27,2025-08-26,153
MED5728,Paracetamol,B28,2026-10-28,132
MED5729,Paracetamol,B29,2026-04-22,200
MED5731,Paracetamol,B31,2025-11-03,97
MED5732,Paracetamol,B32,2025-12-14,63
MED5733,Paracetamol,B33,2026-04-27,128
MED5734,Paracetamol,B34,2026-10-14,88
MED5735,Paracetamol,B35,2025-09-07,9
MED5736,Paracetamol,B36,2026-07-16,43
MED5737,Paracetamol,B37,2026-05-28,134
MED5738,Paracetamol,B38,2026-01-13,106
MED5739,Paracetamol,B39,2026-09-05,147
MED5740,Paracetamol,B40,2026-09-13,189
MED5741,Paracetamol,B41,2026-05-19,7
MED5742,Paracetamol,B42,2026-10-13,90
MED5743,Paracetamol,B43,2026-01-11,3
MED5744,Paracetamol,B44,2025-07-29,128
MED5745,Paracetamol,B45,2025-10-19,182
MED5746,Paracetamol,B46,2026-01-09,49
MED5747,Paracetamol,B47,2026-11-16,110
MED5749,Paracetamol,B49,2026-10-18,55
MED5750,Paracetamol,B0,2025-08-02,199
MED5751,Paracetamol,B1,2026-04-02,96
MED5752,Paracetamol,B2,2026-11-10,113
MED5753,Paracetamol,B3,2025-09-04,52
MED5754,Paracetamol,B4,2026-09-23,111
MED5755,Paracetamol,B5,2026-01-26,118
MED5756,Paracetamol,B6,2025-12-06,149
MED5757,Paracetamol,B7,2026-03-08,187
MED5760,Paracetamol,B10,2026-06-29,157
MED5761,Paracetamol,B11,2026-09-24,62
